date,shock
2003-09-30,0.07707009033954575
2003-10-31,0.033022474154919865
2003-11-30,0.0657648127995592
2003-12-31,0.1517434386123158
2004-01-31,-0.01963104928022964
2004-02-29,-0.06029889314859917
2004-03-31,-0.07116115437004186
2004-04-30,-0.06526482279723507
2004-05-31,-0.006168136753128336
2004-06-30,0.027292157985331512
2004-07-31,0.022135263946401525
2004-08-31,0.0661746599228819
2004-09-30,0.0010401513502325615
2004-10-31,0.11628272617258535
2004-11-30,-0.021172546659036486
2004-12-31,0.2176135333271695
2005-01-31,0.0500533878212005
2005-02-28,-0.0685726045133026
2005-03-31,-0.08567139984488899
2005-04-30,0.03859779321945483
2005-05-31,-0.01787702282606807
2005-06-30,0.05712003952736736
2005-07-31,0.03785900996588359
2005-08-31,-0.005826313012549822
2005-09-30,-0.0677434974454724
2005-10-31,-0.12118777797486917
2005-11-30,-0.035721196165361686
2005-12-31,0.06851190354587779
2006-01-31,0.017127499530416316
2006-02-28,-0.09965910229695904
2006-03-31,0.01385447406809456
2006-04-30,0.030825390378306942
2006-05-31,-0.07070859489609065
2006-06-30,0.012298008475642233
2006-07-31,0.0046566974756799915
2006-08-31,-0.09143762382644985
2006-09-30,0.028622988827862662
2006-10-31,0.044862762109458755
2006-11-30,0.08664409945402217
2006-12-31,0.08430416416279224
2007-01-31,-0.11021354943656729
2007-02-28,-0.07502600319320983
2007-03-31,0.04120282137669278
2007-04-30,0.041102876072976705
2007-05-31,0.04120381490448383
2007-06-30,0.3082185192523777
2007-07-31,0.04567124085545336
2007-08-31,0.09084525121444792
2007-09-30,0.28731833157141895
2007-10-31,0.05211130010446384
2007-11-30,-0.02522153957122765
2007-12-31,0.060717537639461396
2008-01-31,-0.061826017163005745
2008-02-29,-0.018945488539200712
2008-03-31,-0.03882908382632828
2008-04-30,0.0065499311509058045
2008-05-31,0.1851726853338807
2008-06-30,-0.14938121540733984
2008-07-31,0.05490081522996108
2008-08-31,-0.12901726969517213
2008-09-30,-0.21116501436500695
2008-10-31,-0.10689918536739831
2008-11-30,-0.17334484986001195
2008-12-31,-0.40030165380651517
2009-01-31,-0.14297032234910553
2009-02-28,-0.10841213820742654
2009-03-31,-0.11603143281034405
2009-04-30,-0.03788289116680674
2009-05-31,-0.07491167681766442
2009-06-30,-0.05212802780846537
2009-07-31,0.17151552714602605
2009-08-31,0.0507135217854409
2009-09-30,-0.16201140693260857
2009-10-31,0.014916345181554212
2009-11-30,-0.05294291718147104
2009-12-31,0.06819466678369791
2010-01-31,-0.06340165907461605
2010-02-28,-0.009178915317351922
2010-03-31,-0.17579410628147185
2010-04-30,0.06926041553360972
2010-05-31,-0.0960237125644621
2010-06-30,-0.026760098867275872
2010-07-31,-0.037995624892876494
2010-08-31,-0.05226633860589695
2010-09-30,0.14123633922248777
2010-10-31,0.032398536876876445
2010-11-30,-0.10087071634680361
2010-12-31,0.07342895576438209
2011-01-31,0.16977249576101067
2011-02-28,0.08259722084409175
2011-03-31,-0.12154959727632107
2011-04-30,-0.03873872582930011
2011-05-31,0.10135289193492981
2011-06-30,-0.05661355724950246
2011-07-31,0.035505554251698275
2011-08-31,0.061970724274346946
2011-09-30,-0.07415443772624664
2011-10-31,-0.004762028484944007
2011-11-30,-0.2593013872055258
2011-12-31,-0.08195101130674319
2012-01-31,-0.020205452111452825
2012-02-29,-0.09982265455718796
2012-03-31,0.13059290431453083
2012-04-30,-0.11441131023685061
2012-05-31,-0.0352035589357587
2012-06-30,-0.008747122624240425
2012-07-31,0.11530186312528924
2012-08-31,-0.11486897209435515
2012-09-30,0.09305310017239676
2012-10-31,0.000818644881566964
2012-11-30,-0.07852069208383608
2012-12-31,0.03696827794106166
2013-01-31,0.015924775645877604
2013-02-28,-0.048017350172703574
2013-03-31,0.005584166799201513
2013-04-30,-0.030825087748940817
2013-05-31,0.009081387620099843
2013-06-30,0.05297045396168373
2013-07-31,0.12688134529162817
2013-08-31,-0.09902523990614792
2013-09-30,0.17064266997250133
2013-10-31,-0.15616702396180016
2013-11-30,-0.012142807602846667
2013-12-31,0.047065376518766126
2014-01-31,0.4427001589088775
2014-02-28,-0.0498159615856475
2014-03-31,-0.016649780028582018
2014-04-30,-0.039440074772706626
2014-05-31,-0.04714918055553692
2014-06-30,0.06796816776168198
2014-07-31,0.028561238877203788
2014-08-31,-0.055432767620852336
2014-09-30,0.07196799003466006
2014-10-31,0.024583961670128746
2014-11-30,0.06502896950711681
2014-12-31,0.05037030735388898
2015-01-31,-0.06631960087376579
2015-02-28,-0.04481448321575757
2015-03-31,0.059783488409860946
2015-04-30,0.04882962123467719
2015-05-31,-0.15674176444694185
2015-06-30,0.00938619066470256
2015-07-31,0.102213191663074
2015-08-31,-0.0473257111068664
2015-09-30,0.043767790493603034
2015-10-31,-0.016175412194711525
2015-11-30,-0.017414496258177623
2015-12-31,0.08790214815897521
2016-01-31,0.06603330791904238
2016-02-29,0.06508077088005108
2016-03-31,0.10443830457234633
2016-04-30,0.001680307330620724
2016-05-31,0.05455623770359711
2016-06-30,-0.024821340527476483
2016-07-31,0.02593330819907537
2016-08-31,-0.010411444349414767
2016-09-30,0.007759677199417455
2016-10-31,0.04761256203495309
2016-11-30,0.4531121394992322
2016-12-31,0.16739098205483682
2017-01-31,-0.08048139051997616
2017-02-28,-0.09713508902301858
2017-03-31,0.17693798386386886
2017-04-30,0.06333301551703487
2017-05-31,0.04992958536417241
2017-06-30,0.05026764074114239
2017-07-31,-0.1406166939735669
2017-08-31,-0.07178034971886653
2017-09-30,0.006064364655498107
2017-10-31,-0.05417293692096894
2017-11-30,0.0780095786734201
2017-12-31,-0.011764590520171092
2018-01-31,-0.06603977574340092
2018-02-28,-0.025710867332239477
2018-03-31,0.033034516342049944
2018-04-30,-0.04509796422431798
2018-05-31,-0.06577763164531451
2018-06-30,0.019494976919352983
2018-07-31,0.019597325688697823
2018-08-31,-0.04055545402969038
2018-09-30,-0.03768306444946582
2018-10-31,0.018563994988610905
2018-11-30,0.15810193476388024
2018-12-31,-0.11259710195012441
2019-01-31,-0.05747553770019488
2019-02-28,0.24313861240668247
2019-03-31,0.02487260524784037
2019-04-30,0.11802849735596416
2019-05-31,0.06861276985616155
2019-06-30,-0.01279508239707417
2019-07-31,-0.0015212966322151065
2019-08-31,-0.08020234917102471
2019-09-30,-0.0014810508793911944
2019-10-31,-0.023092691113611067
2019-11-30,0.025817484827047158
2019-12-31,-0.06617847548418584
2020-01-31,0.04154772113929378
2020-02-29,0.12261911304020622
2020-03-31,-0.20408199207715633
2020-04-30,-0.2570165711458647
2020-05-31,0.055211519336889
2020-06-30,-0.0320976377508669
2020-07-31,0.017927398544833342
2020-08-31,0.0010073920625435888
2020-09-30,0.007814087883906537
2020-10-31,-0.06184078270843732
2020-11-30,0.001960813940715417
2020-12-31,0.03983986329963598
2021-01-31,0.11609148862360334
2021-02-28,0.1554524905542991
2021-03-31,0.17225459660092451
2021-04-30,-0.06138780503104396
2021-05-31,0.06978565093765425
2021-06-30,0.01466736045906814
2021-07-31,0.17518423465741378
2021-08-31,-0.06466386282841212
2021-09-30,-0.06717774737446208
2021-10-31,-0.04795141163552177
2021-11-30,-0.16991165794478455
2021-12-31,-0.042060401734460885
2022-01-31,-0.3925561799726141
2022-02-28,0.01203150291809661
2022-03-31,0.027340478062172754
2022-04-30,0.1500936671372709
2022-05-31,0.07603390705488403
2022-06-30,-0.046152292452992245
2022-07-31,-0.07187317370786864
2022-08-31,0.03935353372052046
2022-09-30,-0.10561865656165137
2022-10-31,-0.18178429395621715
2022-11-30,0.09435520965770296
2022-12-31,-0.03753405216837639
2023-01-31,-0.1370507623272702
2023-02-28,0.10830978993323304
2023-03-31,-0.00916318762020943
2023-04-30,0.09902530495787694
2023-05-31,-0.12755421270354936
2023-06-30,-0.04795000183630183
2023-07-31,0.0004194959774546533
2023-08-31,0.0037584475011793643
2023-09-30,-0.036005237718339494
2023-10-31,-0.061879658887876186
2023-11-30,-0.08540963435060756
2023-12-31,-0.01139035880170348
2024-01-31,0.00962365053695191
2024-02-29,0.04115510672469992
2024-03-31,0.05692919024711118
2024-04-30,-0.08997136734702954
2024-05-31,-0.12272913365884978
2024-06-30,0.10221414575188073
2024-07-31,0.026585120958367334
2024-08-31,-0.05987892292452429
2024-09-30,0.12409215804180183
2024-10-31,0.009253970743428694
2024-11-30,0.09434377472510612
2024-12-31,0.005401478512808716
